Node_Index_0based,Node_Index_1based,Parcel_Label,Structure_Type,Hemisphere,Anatomical_Region,Yeo_Network,FSL_Label,In_Posterior_Hot_Zone,In_Global_Neuronal_Workspace
840,841,7Networks_RH_Limbic_TempPole_16,Cortex,Right,TempPole,Limbic,-1,0,0
841,842,7Networks_RH_Limbic_TempPole_17,Cortex,Right,TempPole,Limbic,-1,0,0
842,843,7Networks_RH_Cont_Par_1,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
843,844,7Networks_RH_Cont_Par_2,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
844,845,7Networks_RH_Cont_Par_3,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
845,846,7Networks_RH_Cont_Par_4,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
846,847,7Networks_RH_Cont_Par_5,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
847,848,7Networks_RH_Cont_Par_6,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
848,849,7Networks_RH_Cont_Par_7,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
849,850,7Networks_RH_Cont_Par_8,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
850,851,7Networks_RH_Cont_Par_9,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
851,852,7Networks_RH_Cont_Par_10,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
852,853,7Networks_RH_Cont_Par_11,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
853,854,7Networks_RH_Cont_Par_12,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
854,855,7Networks_RH_Cont_Par_13,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
855,856,7Networks_RH_Cont_Par_14,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
856,857,7Networks_RH_Cont_Par_15,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
857,858,7Networks_RH_Cont_Par_16,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
858,859,7Networks_RH_Cont_Par_17,Cortex,Right,Par,Control_Frontoparietal,-1,1,1
859,860,7Networks_RH_Cont_Temp_1,Cortex,Right,Temp,Control_Frontoparietal,-1,0,1
860,861,7Networks_RH_Cont_Temp_2,Cortex,Right,Temp,Control_Frontoparietal,-1,0,1
861,862,7Networks_RH_Cont_Temp_3,Cortex,Right,Temp,Control_Frontoparietal,-1,0,1
862,863,7Networks_RH_Cont_Temp_4,Cortex,Right,Temp,Control_Frontoparietal,-1,0,1
863,864,7Networks_RH_Cont_PFCv_1,Cortex,Right,PFCv,Control_Frontoparietal,-1,0,1
864,865,7Networks_RH_Cont_PFCv_2,Cortex,Right,PFCv,Control_Frontoparietal,-1,0,1
865,866,7Networks_RH_Cont_PFCl_1,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
866,867,7Networks_RH_Cont_PFCl_2,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
867,868,7Networks_RH_Cont_PFCl_3,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
868,869,7Networks_RH_Cont_PFCl_4,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
869,870,7Networks_RH_Cont_PFCl_5,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
870,871,7Networks_RH_Cont_PFCl_6,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
871,872,7Networks_RH_Cont_PFCl_7,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
872,873,7Networks_RH_Cont_PFCl_8,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
873,874,7Networks_RH_Cont_PFCl_9,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
874,875,7Networks_RH_Cont_PFCl_10,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
875,876,7Networks_RH_Cont_PFCl_11,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
876,877,7Networks_RH_Cont_PFCl_12,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
877,878,7Networks_RH_Cont_PFCl_13,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
878,879,7Networks_RH_Cont_PFCl_14,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
879,880,7Networks_RH_Cont_PFCl_15,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
880,881,7Networks_RH_Cont_PFCl_16,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
881,882,7Networks_RH_Cont_PFCl_17,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
882,883,7Networks_RH_Cont_PFCl_18,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
883,884,7Networks_RH_Cont_PFCl_19,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
884,885,7Networks_RH_Cont_PFCl_20,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
885,886,7Networks_RH_Cont_PFCl_21,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
886,887,7Networks_RH_Cont_PFCl_22,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
887,888,7Networks_RH_Cont_PFCl_23,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
888,889,7Networks_RH_Cont_PFCl_24,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
889,890,7Networks_RH_Cont_PFCl_25,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
890,891,7Networks_RH_Cont_PFCl_26,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
891,892,7Networks_RH_Cont_PFCl_27,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
892,893,7Networks_RH_Cont_PFCl_28,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
893,894,7Networks_RH_Cont_PFCl_29,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
894,895,7Networks_RH_Cont_PFCl_30,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
895,896,7Networks_RH_Cont_PFCl_31,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
896,897,7Networks_RH_Cont_PFCl_32,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
897,898,7Networks_RH_Cont_PFCl_33,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
898,899,7Networks_RH_Cont_PFCl_34,Cortex,Right,PFCl,Control_Frontoparietal,-1,0,1
899,900,7Networks_RH_Cont_pCun_1,Cortex,Right,pCun,Control_Frontoparietal,-1,1,1
900,901,7Networks_RH_Cont_pCun_3,Cortex,Right,pCun,Control_Frontoparietal,-1,1,1
901,902,7Networks_RH_Cont_pCun_5,Cortex,Right,pCun,Control_Frontoparietal,-1,1,1
902,903,7Networks_RH_Cont_Cing_1,Cortex,Right,Cing,Control_Frontoparietal,-1,0,1
903,904,7Networks_RH_Cont_Cing_2,Cortex,Right,Cing,Control_Frontoparietal,-1,0,1
904,905,7Networks_RH_Cont_Cing_3,Cortex,Right,Cing,Control_Frontoparietal,-1,0,1
905,906,7Networks_RH_Cont_Cing_4,Cortex,Right,Cing,Control_Frontoparietal,-1,0,1
906,907,7Networks_RH_Cont_Cing_5,Cortex,Right,Cing,Control_Frontoparietal,-1,0,1
907,908,7Networks_RH_Cont_PFCmp_1,Cortex,Right,PFCmp,Control_Frontoparietal,-1,0,1
908,909,7Networks_RH_Cont_PFCmp_2,Cortex,Right,PFCmp,Control_Frontoparietal,-1,0,1
909,910,7Networks_RH_Cont_PFCmp_3,Cortex,Right,PFCmp,Control_Frontoparietal,-1,0,1
910,911,7Networks_RH_Cont_PFCmp_4,Cortex,Right,PFCmp,Control_Frontoparietal,-1,0,1
911,912,7Networks_RH_Cont_PFCmp_5,Cortex,Right,PFCmp,Control_Frontoparietal,-1,0,1
912,913,7Networks_RH_Default_Par_1,Cortex,Right,Par,Default_Mode,-1,1,0
913,914,7Networks_RH_Default_Par_2,Cortex,Right,Par,Default_Mode,-1,1,0
914,915,7Networks_RH_Default_Par_3,Cortex,Right,Par,Default_Mode,-1,1,0
915,916,7Networks_RH_Default_Par_4,Cortex,Right,Par,Default_Mode,-1,1,0
916,917,7Networks_RH_Default_Par_5,Cortex,Right,Par,Default_Mode,-1,1,0
917,918,7Networks_RH_Default_Par_6,Cortex,Right,Par,Default_Mode,-1,1,0
918,919,7Networks_RH_Default_Par_7,Cortex,Right,Par,Default_Mode,-1,1,0
919,920,7Networks_RH_Default_Par_8,Cortex,Right,Par,Default_Mode,-1,1,0
920,921,7Networks_RH_Default_Par_9,Cortex,Right,Par,Default_Mode,-1,1,0
921,922,7Networks_RH_Default_Par_10,Cortex,Right,Par,Default_Mode,-1,1,0
922,923,7Networks_RH_Default_Par_11,Cortex,Right,Par,Default_Mode,-1,1,0
923,924,7Networks_RH_Default_Par_12,Cortex,Right,Par,Default_Mode,-1,1,0
924,925,7Networks_RH_Default_Par_13,Cortex,Right,Par,Default_Mode,-1,1,0
925,926,7Networks_RH_Default_Par_14,Cortex,Right,Par,Default_Mode,-1,1,0
926,927,7Networks_RH_Default_Par_15,Cortex,Right,Par,Default_Mode,-1,1,0
927,928,7Networks_RH_Default_Par_16,Cortex,Right,Par,Default_Mode,-1,1,0
928,929,7Networks_RH_Default_Temp_1,Cortex,Right,Temp,Default_Mode,-1,1,0
929,930,7Networks_RH_Default_Temp_2,Cortex,Right,Temp,Default_Mode,-1,1,0
930,931,7Networks_RH_Default_Temp_3,Cortex,Right,Temp,Default_Mode,-1,1,0
931,932,7Networks_RH_Default_Temp_4,Cortex,Right,Temp,Default_Mode,-1,1,0
932,933,7Networks_RH_Default_Temp_5,Cortex,Right,Temp,Default_Mode,-1,1,0
933,934,7Networks_RH_Default_Temp_6,Cortex,Right,Temp,Default_Mode,-1,1,0
934,935,7Networks_RH_Default_Temp_7,Cortex,Right,Temp,Default_Mode,-1,1,0
935,936,7Networks_RH_Default_Temp_8,Cortex,Right,Temp,Default_Mode,-1,1,0
936,937,7Networks_RH_Default_Temp_9,Cortex,Right,Temp,Default_Mode,-1,1,0
937,938,7Networks_RH_Default_Temp_10,Cortex,Right,Temp,Default_Mode,-1,1,0
938,939,7Networks_RH_Default_Temp_11,Cortex,Right,Temp,Default_Mode,-1,1,0
939,940,7Networks_RH_Default_Temp_12,Cortex,Right,Temp,Default_Mode,-1,1,0
940,941,7Networks_RH_Default_Temp_13,Cortex,Right,Temp,Default_Mode,-1,1,0
941,942,7Networks_RH_Default_Temp_14,Cortex,Right,Temp,Default_Mode,-1,1,0
942,943,7Networks_RH_Default_Temp_15,Cortex,Right,Temp,Default_Mode,-1,1,0
943,944,7Networks_RH_Default_Temp_16,Cortex,Right,Temp,Default_Mode,-1,1,0
944,945,7Networks_RH_Default_Temp_17,Cortex,Right,Temp,Default_Mode,-1,1,0
945,946,7Networks_RH_Default_Temp_18,Cortex,Right,Temp,Default_Mode,-1,1,0
946,947,7Networks_RH_Default_PFCv_1,Cortex,Right,PFCv,Default_Mode,-1,0,1
947,948,7Networks_RH_Default_PFCv_2,Cortex,Right,PFCv,Default_Mode,-1,0,1
948,949,7Networks_RH_Default_PFCv_3,Cortex,Right,PFCv,Default_Mode,-1,0,1
949,950,7Networks_RH_Default_PFCv_4,Cortex,Right,PFCv,Default_Mode,-1,0,1
950,951,7Networks_RH_Default_PFCv_5,Cortex,Right,PFCv,Default_Mode,-1,0,1
951,952,7Networks_RH_Default_PFCv_6,Cortex,Right,PFCv,Default_Mode,-1,0,1
952,953,7Networks_RH_Default_PFCv_7,Cortex,Right,PFCv,Default_Mode,-1,0,1
953,954,7Networks_RH_Default_PFCv_8,Cortex,Right,PFCv,Default_Mode,-1,0,1
954,955,7Networks_RH_Default_PFCv_9,Cortex,Right,PFCv,Default_Mode,-1,0,1
955,956,7Networks_RH_Default_PFCv_10,Cortex,Right,PFCv,Default_Mode,-1,0,1
956,957,7Networks_RH_Default_PFCdPFCm_1,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
957,958,7Networks_RH_Default_PFCdPFCm_2,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
958,959,7Networks_RH_Default_PFCdPFCm_3,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
959,960,7Networks_RH_Default_PFCdPFCm_4,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
960,961,7Networks_RH_Default_PFCdPFCm_5,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
961,962,7Networks_RH_Default_PFCdPFCm_6,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
962,963,7Networks_RH_Default_PFCdPFCm_7,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
963,964,7Networks_RH_Default_PFCdPFCm_8,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
964,965,7Networks_RH_Default_PFCdPFCm_9,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
965,966,7Networks_RH_Default_PFCdPFCm_10,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
966,967,7Networks_RH_Default_PFCdPFCm_11,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
967,968,7Networks_RH_Default_PFCdPFCm_12,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
968,969,7Networks_RH_Default_PFCdPFCm_13,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
969,970,7Networks_RH_Default_PFCdPFCm_14,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
970,971,7Networks_RH_Default_PFCdPFCm_15,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
971,972,7Networks_RH_Default_PFCdPFCm_16,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
972,973,7Networks_RH_Default_PFCdPFCm_17,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
973,974,7Networks_RH_Default_PFCdPFCm_18,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
974,975,7Networks_RH_Default_PFCdPFCm_19,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
975,976,7Networks_RH_Default_PFCdPFCm_20,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
976,977,7Networks_RH_Default_PFCdPFCm_21,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
977,978,7Networks_RH_Default_PFCdPFCm_22,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
978,979,7Networks_RH_Default_PFCdPFCm_23,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
979,980,7Networks_RH_Default_PFCdPFCm_24,Cortex,Right,PFCdPFCm,Default_Mode,-1,0,1
980,981,7Networks_RH_Default_pCunPCC_1,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
981,982,7Networks_RH_Default_pCunPCC_2,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
982,983,7Networks_RH_Default_pCunPCC_3,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
983,984,7Networks_RH_Default_pCunPCC_4,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
984,985,7Networks_RH_Default_pCunPCC_5,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
985,986,7Networks_RH_Default_pCunPCC_6,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
986,987,7Networks_RH_Default_pCunPCC_7,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
987,988,7Networks_RH_Default_pCunPCC_8,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
988,989,7Networks_RH_Default_pCunPCC_9,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
989,990,7Networks_RH_Default_pCunPCC_10,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
990,991,7Networks_RH_Default_pCunPCC_11,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
991,992,7Networks_RH_Default_pCunPCC_12,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
992,993,7Networks_RH_Default_pCunPCC_13,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
993,994,7Networks_RH_Default_pCunPCC_14,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
994,995,7Networks_RH_Default_pCunPCC_15,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
995,996,7Networks_RH_Default_pCunPCC_16,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
996,997,7Networks_RH_Default_pCunPCC_17,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
997,998,7Networks_RH_Default_pCunPCC_18,Cortex,Right,pCunPCC,Default_Mode,-1,1,0
998,999,7Networks_RH_Cont_pCun_2,Cortex,Right,pCun,Control_Frontoparietal,-1,1,1
999,1000,7Networks_RH_Cont_pCun_4,Cortex,Right,pCun,Control_Frontoparietal,-1,1,1
1000,1001,Subcortex_Left-Thalamus-Proper,Subcortex,Left,Thalamus,Subcortex,10,0,0
1001,1002,Subcortex_Left-Caudate,Subcortex,Left,Caudate,Subcortex,11,0,0
1002,1003,Subcortex_Left-Putamen,Subcortex,Left,Putamen,Subcortex,12,0,0
1003,1004,Subcortex_Left-Pallidum,Subcortex,Left,Pallidum,Subcortex,13,0,0
1004,1005,Subcortex_Left-Hippocampus,Subcortex,Left,Hippocampus,Subcortex,17,0,0
1005,1006,Subcortex_Left-Amygdala,Subcortex,Left,Amygdala,Subcortex,18,0,0
1006,1007,Subcortex_Left-Accumbens-area,Subcortex,Left,Accumbens,Subcortex,26,0,0
1007,1008,Subcortex_Right-Thalamus-Proper,Subcortex,Right,Thalamus,Subcortex,49,0,0
1008,1009,Subcortex_Right-Caudate,Subcortex,Right,Caudate,Subcortex,50,0,0
1009,1010,Subcortex_Right-Putamen,Subcortex,Right,Putamen,Subcortex,51,0,0
1010,1011,Subcortex_Right-Pallidum,Subcortex,Right,Pallidum,Subcortex,52,0,0
1011,1012,Subcortex_Right-Hippocampus,Subcortex,Right,Hippocampus,Subcortex,53,0,0
1012,1013,Subcortex_Right-Amygdala,Subcortex,Right,Amygdala,Subcortex,54,0,0
1013,1014,Subcortex_Right-Accumbens-area,Subcortex,Right,Accumbens,Subcortex,58,0,0
