Node_Index,Parcel_Label,Yeo_Network,In_Posterior_Hot_Zone,In_Global_Neuronal_Workspace
876,7Networks_RH_Cont_PFCl_12,Control_Frontoparietal,0,1
877,7Networks_RH_Cont_PFCl_13,Control_Frontoparietal,0,1
878,7Networks_RH_Cont_PFCl_14,Control_Frontoparietal,0,1
879,7Networks_RH_Cont_PFCl_15,Control_Frontoparietal,0,1
880,7Networks_RH_Cont_PFCl_16,Control_Frontoparietal,0,1
881,7Networks_RH_Cont_PFCl_17,Control_Frontoparietal,0,1
882,7Networks_RH_Cont_PFCl_18,Control_Frontoparietal,0,1
883,7Networks_RH_Cont_PFCl_19,Control_Frontoparietal,0,1
884,7Networks_RH_Cont_PFCl_20,Control_Frontoparietal,0,1
885,7Networks_RH_Cont_PFCl_21,Control_Frontoparietal,0,1
886,7Networks_RH_Cont_PFCl_22,Control_Frontoparietal,0,1
887,7Networks_RH_Cont_PFCl_23,Control_Frontoparietal,0,1
888,7Networks_RH_Cont_PFCl_24,Control_Frontoparietal,0,1
889,7Networks_RH_Cont_PFCl_25,Control_Frontoparietal,0,1
890,7Networks_RH_Cont_PFCl_26,Control_Frontoparietal,0,1
891,7Networks_RH_Cont_PFCl_27,Control_Frontoparietal,0,1
892,7Networks_RH_Cont_PFCl_28,Control_Frontoparietal,0,1
893,7Networks_RH_Cont_PFCl_29,Control_Frontoparietal,0,1
894,7Networks_RH_Cont_PFCl_30,Control_Frontoparietal,0,1
895,7Networks_RH_Cont_PFCl_31,Control_Frontoparietal,0,1
896,7Networks_RH_Cont_PFCl_32,Control_Frontoparietal,0,1
897,7Networks_RH_Cont_PFCl_33,Control_Frontoparietal,0,1
898,7Networks_RH_Cont_PFCl_34,Control_Frontoparietal,0,1
899,7Networks_RH_Cont_pCun_1,Control_Frontoparietal,1,1
900,7Networks_RH_Cont_pCun_3,Control_Frontoparietal,1,1
901,7Networks_RH_Cont_pCun_5,Control_Frontoparietal,1,1
902,7Networks_RH_Cont_Cing_1,Control_Frontoparietal,0,1
903,7Networks_RH_Cont_Cing_2,Control_Frontoparietal,0,1
904,7Networks_RH_Cont_Cing_3,Control_Frontoparietal,0,1
905,7Networks_RH_Cont_Cing_4,Control_Frontoparietal,0,1
906,7Networks_RH_Cont_Cing_5,Control_Frontoparietal,0,1
907,7Networks_RH_Cont_PFCmp_1,Control_Frontoparietal,0,1
908,7Networks_RH_Cont_PFCmp_2,Control_Frontoparietal,0,1
909,7Networks_RH_Cont_PFCmp_3,Control_Frontoparietal,0,1
910,7Networks_RH_Cont_PFCmp_4,Control_Frontoparietal,0,1
911,7Networks_RH_Cont_PFCmp_5,Control_Frontoparietal,0,1
912,7Networks_RH_Default_Par_1,Default_Mode,1,0
913,7Networks_RH_Default_Par_2,Default_Mode,1,0
914,7Networks_RH_Default_Par_3,Default_Mode,1,0
915,7Networks_RH_Default_Par_4,Default_Mode,1,0
916,7Networks_RH_Default_Par_5,Default_Mode,1,0
917,7Networks_RH_Default_Par_6,Default_Mode,1,0
918,7Networks_RH_Default_Par_7,Default_Mode,1,0
919,7Networks_RH_Default_Par_8,Default_Mode,1,0
920,7Networks_RH_Default_Par_9,Default_Mode,1,0
921,7Networks_RH_Default_Par_10,Default_Mode,1,0
922,7Networks_RH_Default_Par_11,Default_Mode,1,0
923,7Networks_RH_Default_Par_12,Default_Mode,1,0
924,7Networks_RH_Default_Par_13,Default_Mode,1,0
925,7Networks_RH_Default_Par_14,Default_Mode,1,0
926,7Networks_RH_Default_Par_15,Default_Mode,1,0
927,7Networks_RH_Default_Par_16,Default_Mode,1,0
928,7Networks_RH_Default_Temp_1,Default_Mode,1,0
929,7Networks_RH_Default_Temp_2,Default_Mode,1,0
930,7Networks_RH_Default_Temp_3,Default_Mode,1,0
931,7Networks_RH_Default_Temp_4,Default_Mode,1,0
932,7Networks_RH_Default_Temp_5,Default_Mode,1,0
933,7Networks_RH_Default_Temp_6,Default_Mode,1,0
934,7Networks_RH_Default_Temp_7,Default_Mode,1,0
935,7Networks_RH_Default_Temp_8,Default_Mode,1,0
936,7Networks_RH_Default_Temp_9,Default_Mode,1,0
937,7Networks_RH_Default_Temp_10,Default_Mode,1,0
938,7Networks_RH_Default_Temp_11,Default_Mode,1,0
939,7Networks_RH_Default_Temp_12,Default_Mode,1,0
940,7Networks_RH_Default_Temp_13,Default_Mode,1,0
941,7Networks_RH_Default_Temp_14,Default_Mode,1,0
942,7Networks_RH_Default_Temp_15,Default_Mode,1,0
943,7Networks_RH_Default_Temp_16,Default_Mode,1,0
944,7Networks_RH_Default_Temp_17,Default_Mode,1,0
945,7Networks_RH_Default_Temp_18,Default_Mode,1,0
946,7Networks_RH_Default_PFCv_1,Default_Mode,0,1
947,7Networks_RH_Default_PFCv_2,Default_Mode,0,1
948,7Networks_RH_Default_PFCv_3,Default_Mode,0,1
949,7Networks_RH_Default_PFCv_4,Default_Mode,0,1
950,7Networks_RH_Default_PFCv_5,Default_Mode,0,1
951,7Networks_RH_Default_PFCv_6,Default_Mode,0,1
952,7Networks_RH_Default_PFCv_7,Default_Mode,0,1
953,7Networks_RH_Default_PFCv_8,Default_Mode,0,1
954,7Networks_RH_Default_PFCv_9,Default_Mode,0,1
955,7Networks_RH_Default_PFCv_10,Default_Mode,0,1
956,7Networks_RH_Default_PFCdPFCm_1,Default_Mode,0,1
957,7Networks_RH_Default_PFCdPFCm_2,Default_Mode,0,1
958,7Networks_RH_Default_PFCdPFCm_3,Default_Mode,0,1
959,7Networks_RH_Default_PFCdPFCm_4,Default_Mode,0,1
960,7Networks_RH_Default_PFCdPFCm_5,Default_Mode,0,1
961,7Networks_RH_Default_PFCdPFCm_6,Default_Mode,0,1
962,7Networks_RH_Default_PFCdPFCm_7,Default_Mode,0,1
963,7Networks_RH_Default_PFCdPFCm_8,Default_Mode,0,1
964,7Networks_RH_Default_PFCdPFCm_9,Default_Mode,0,1
965,7Networks_RH_Default_PFCdPFCm_10,Default_Mode,0,1
966,7Networks_RH_Default_PFCdPFCm_11,Default_Mode,0,1
967,7Networks_RH_Default_PFCdPFCm_12,Default_Mode,0,1
968,7Networks_RH_Default_PFCdPFCm_13,Default_Mode,0,1
969,7Networks_RH_Default_PFCdPFCm_14,Default_Mode,0,1
970,7Networks_RH_Default_PFCdPFCm_15,Default_Mode,0,1
971,7Networks_RH_Default_PFCdPFCm_16,Default_Mode,0,1
972,7Networks_RH_Default_PFCdPFCm_17,Default_Mode,0,1
973,7Networks_RH_Default_PFCdPFCm_18,Default_Mode,0,1
974,7Networks_RH_Default_PFCdPFCm_19,Default_Mode,0,1
975,7Networks_RH_Default_PFCdPFCm_20,Default_Mode,0,1
976,7Networks_RH_Default_PFCdPFCm_21,Default_Mode,0,1
977,7Networks_RH_Default_PFCdPFCm_22,Default_Mode,0,1
978,7Networks_RH_Default_PFCdPFCm_23,Default_Mode,0,1
979,7Networks_RH_Default_PFCdPFCm_24,Default_Mode,0,1
980,7Networks_RH_Default_pCunPCC_1,Default_Mode,1,0
981,7Networks_RH_Default_pCunPCC_2,Default_Mode,1,0
982,7Networks_RH_Default_pCunPCC_3,Default_Mode,1,0
983,7Networks_RH_Default_pCunPCC_4,Default_Mode,1,0
984,7Networks_RH_Default_pCunPCC_5,Default_Mode,1,0
985,7Networks_RH_Default_pCunPCC_6,Default_Mode,1,0
986,7Networks_RH_Default_pCunPCC_7,Default_Mode,1,0
987,7Networks_RH_Default_pCunPCC_8,Default_Mode,1,0
988,7Networks_RH_Default_pCunPCC_9,Default_Mode,1,0
989,7Networks_RH_Default_pCunPCC_10,Default_Mode,1,0
990,7Networks_RH_Default_pCunPCC_11,Default_Mode,1,0
991,7Networks_RH_Default_pCunPCC_12,Default_Mode,1,0
992,7Networks_RH_Default_pCunPCC_13,Default_Mode,1,0
993,7Networks_RH_Default_pCunPCC_14,Default_Mode,1,0
994,7Networks_RH_Default_pCunPCC_15,Default_Mode,1,0
995,7Networks_RH_Default_pCunPCC_16,Default_Mode,1,0
996,7Networks_RH_Default_pCunPCC_17,Default_Mode,1,0
997,7Networks_RH_Default_pCunPCC_18,Default_Mode,1,0
998,7Networks_RH_Cont_pCun_2,Control_Frontoparietal,1,1
999,7Networks_RH_Cont_pCun_4,Control_Frontoparietal,1,1
